epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,548.906,0.44543,0.23953,0.77843,1,0.96506,0.98945,0.87807,0.52753,0.24298,0.78655,0.0001883,0.0001883,0.0001883
185,551.941,0.4385,0.23411,0.78399,1,0.96504,0.98667,0.88101,0.52846,0.24182,0.78682,0.0001784,0.0001784,0.0001784
186,554.717,0.44517,0.23099,0.78541,1,0.96507,0.9865,0.87984,0.53284,0.24521,0.7879,0.0001685,0.0001685,0.0001685
187,558.977,0.43779,0.2323,0.78069,1,0.96504,0.99181,0.88203,0.53272,0.24239,0.78902,0.0001586,0.0001586,0.0001586
188,561.74,0.44644,0.23118,0.7811,1,0.96489,0.99209,0.88393,0.53582,0.2434,0.78904,0.0001487,0.0001487,0.0001487
189,564.605,0.43728,0.23135,0.78483,1,0.96523,0.99375,0.89101,0.52631,0.24144,0.78809,0.0001388,0.0001388,0.0001388
190,567.48,0.44595,0.23318,0.78478,0.99216,0.9711,0.99237,0.88131,0.53137,0.24136,0.78838,0.0001289,0.0001289,0.0001289
191,591.686,0.44682,0.23387,0.7914,0.99236,0.9711,0.99314,0.87936,0.53435,0.2398,0.78798,0.000119,0.000119,0.000119
192,601.588,0.42708,0.22456,0.78066,0.99927,0.95954,0.98797,0.87419,0.53497,0.24702,0.78765,0.0001091,0.0001091,0.0001091
193,609.807,0.43635,0.22694,0.7872,0.9993,0.95954,0.9834,0.8772,0.53708,0.24277,0.78846,9.92e-05,9.92e-05,9.92e-05
194,617.442,0.42384,0.22058,0.78689,0.99937,0.95954,0.98346,0.87574,0.53219,0.23934,0.78709,8.93e-05,8.93e-05,8.93e-05
195,624.621,0.4286,0.22196,0.77592,0.99939,0.95954,0.98321,0.87226,0.54338,0.24469,0.78808,7.94e-05,7.94e-05,7.94e-05
196,630.32,0.42581,0.2218,0.78715,0.99941,0.95954,0.98351,0.87177,0.53951,0.24245,0.7882,6.95e-05,6.95e-05,6.95e-05
197,635.685,0.42974,0.22476,0.7791,0.99939,0.95954,0.98357,0.87351,0.52714,0.23539,0.78733,5.96e-05,5.96e-05,5.96e-05
198,641.559,0.41304,0.21662,0.78335,0.99944,0.95954,0.98348,0.87117,0.53777,0.24331,0.78821,4.97e-05,4.97e-05,4.97e-05
199,648.161,0.41343,0.21589,0.78784,0.99946,0.95954,0.98338,0.87202,0.53662,0.23828,0.78779,3.98e-05,3.98e-05,3.98e-05
200,652.761,0.41605,0.21575,0.77514,1,0.96492,0.98613,0.87545,0.52926,0.23705,0.78733,2.99e-05,2.99e-05,2.99e-05
